user258	1.190387998888786
user133	1.1439502228201464
user489	1.114426932761354
user226	1.1112892880051315
user34	1.102776011866921
user182	1.0764443696913633
user8	1.024875050267134
user147	0.9763216760325167
user302	0.9610935108389991
user417	0.9374802851555107
user385	0.9249981416784361
user406	0.9130486879418461
user312	0.9060716833095578
user64	0.9006188026541415
user117	0.895612403879982
user171	0.8905718041775751
user109	0.8869356771873751
user207	0.8866596355252508
user463	0.8858018861070344
user96	0.8807951350290983
user194	0.8805746473050489
user475	0.8795638829080581
user6	0.8743681420293429
user376	0.8673432767258581
user330	0.8663281115510415
user18	0.8653311345517706
user364	0.8592279042920166
user77	0.8586379132640927
user367	0.854738645627513
user210	0.854204361489382
user373	0.852984108056989
user372	0.8525772679456995
user230	0.8493935011657763
user199	0.8481969534336675
user48	0.8403327813578597
user378	0.8384681710163824
user216	0.8377859408916347
user28	0.8374854235131983
user175	0.8349263265378816
user250	0.8331104848497315
user362	0.832695707237276
user141	0.8245830759728227
user31	0.8221931240293553
user37	0.8213483522746321
user389	0.8179910807545936
user314	0.817430577958657
user299	0.8168696306152556
user179	0.8167888171980154
user27	0.8164126364643215
user390	0.8146413439280928
user256	0.8118395439377086
user339	0.8104915503483522
user127	0.8103615893624362
user126	0.8075332772160915
user470	0.807136177253435
user197	0.8065497076023391
user449	0.8059213243676376
user154	0.8058433837268558
user100	0.8056628297317262
user172	0.8049835779471828
user446	0.8037674794868832
user480	0.8023732495532638
user393	0.8022964056708004
user137	0.8021119701465874
user234	0.8019508270903514
user40	0.7995957100342523
user321	0.7986912267434233
user350	0.7972101394930253
user15	0.7918222293209816
user53	0.791198440627412
user451	0.7910370832542115
user414	0.7867712314128918
user176	0.7848804614598777
user261	0.7842010120186671
user347	0.7837460231959197
user4	0.7830217870078813
user38	0.7811092523484751
user242	0.7790749887741356
user488	0.7786998842385012
user274	0.777656994732001
user328	0.7768153335790637
user152	0.7743830181874388
user146	0.7714239604066921
user317	0.7714134752744565
user441	0.7693117792638619
user332	0.7691901872856766
user278	0.768861019467325
user59	0.7679321241504697
user263	0.7672990178828497
user148	0.7632240103211788
user495	0.7616969035602237
user186	0.7609756097560976
user413	0.7577726681995401
user268	0.7556922628906321
user353	0.7551248602310846
user269	0.7545307101050701
user279	0.7540560988595287
user427	0.7528398942630564
user493	0.7521827739465906
user78	0.7520471987955495
